Country,Year,GDP,Population,OBM,OBF,GDPPerCapita
Afghanistan,2004,5285465686,23553554,1.5,4.2,224.4020451
Afghanistan,2008,10190529882,26427204,2,5.2,385.6075687
Afghanistan,2012,20536542737,30466484,2.5,6.3,674.0699956
Afghanistan,2016,19469022208,34636212,3.2,7.6,562.1002149
Albania,1992,709452583.9,3303738,8.5,12.2,214.7423869
Albania,1996,3314898292,3271336,10,13.4,1013.316361
Albania,2000,3632043908,3182027,11.7,14.7,1141.424604
Albania,2004,7314865176,3062629,13.7,16.2,2388.426798
Albania,2008,12881352688,2951690,16.1,18,4364.060145
Albania,2012,12319784787,2892191,18.8,19.9,4259.671919
Albania,2016,11863865978,2881064,21.6,21.8,4117.876582
Algeria,1992,48003298223,26748302,7,19.3,1794.629738
Algeria,1996,46941496780,28984640,8.6,21.7,1619.530095
Algeria,2000,54790245601,30774624,10.3,24.2,1780.370919
Algeria,2004,85324998814,32510184,12.3,26.8,2624.562162
Algeria,2008,1.71E+11,34569592,14.6,29.5,4946.572699
Algeria,2012,2.09E+11,37260568,17.1,32.2,5610.730357
Algeria,2016,1.59E+11,40339328,19.9,34.9,3942.777629
American Samoa,2004,512000000,57653,31.3,48.1,8880.717395
American Samoa,2008,563000000,55909,34.1,50.5,10069.93507
American Samoa,2012,644000000,53718,37,52.8,11988.53271
American Samoa,2016,658000000,50468,39.9,55,13037.96465
Andorra,1992,1210013652,57305,17.7,22.5,21115.32418
Andorra,1996,1223945357,64166,19.1,23.1,19074.67127
Andorra,2000,1434429703,66116,20.6,23.8,21695.65163
Andorra,2004,2935659300,76950,22,24.3,38150.21832
Andorra,2008,4007353157,76073,23.3,24.6,52677.73266
Andorra,2012,3164615187,71035,24.5,25,44550.08358
Andorra,2016,2858517699,72563,25.9,25.3,39393.59865
Angola,1992,5684291719,12632509,0.8,3.6,449.9732966
Angola,1996,7526446606,14383352,1.1,4.5,523.2748671
Angola,2000,9129594819,16394067,1.4,5.6,556.8840739
Angola,2004,19640848729,18771128,1.9,6.9,1046.332896
Angola,2008,84178032716,21691524,2.4,8.4,3880.687808
Angola,2012,1.15E+11,25188298,3.1,10.2,4581.413163
Angola,2016,95335111741,29154742,4,12.1,3269.969315
Antigua and Barbuda,1992,499281148.1,64676,5,14.9,7719.728309
Antigua and Barbuda,1996,633730629.6,69817,5.9,16.5,9077.024644
Antigua and Barbuda,2000,830158768.9,75070,6.8,18.2,11058.46235
Antigua and Barbuda,2004,919577142.6,78955,7.8,19.9,11646.85128
Antigua and Barbuda,2008,1368431037,83267,8.9,21.7,16434.25411
Antigua and Barbuda,2012,1211411704,87688,10.1,23.7,13815.02263
Antigua and Barbuda,2016,1460144704,90575,11.6,25.9,16120.83582
Argentina,1992,2.29E+11,33568280,15.5,19.1,6815.630709
Argentina,1996,2.72E+11,35389360,17.3,20.6,7690.164501
Argentina,2000,2.84E+11,37070772,19.1,22.1,7666.524992
Argentina,2004,1.65E+11,38668796,21,23.7,4258.162059
Argentina,2008,3.62E+11,40273768,23,25.4,8977.506152
Argentina,2012,5.46E+11,41952364,25.1,27.2,13014.33216
Argentina,2016,5.45E+11,43668236,27.3,29,12491.36787
Armenia,1992,1272577456,3574558,8.8,14.6,356.0097377
Armenia,1996,1596968913,3298903,9.8,15.7,484.0908972
Armenia,2000,1911563665,3168525,10.9,16.8,603.2976432
Armenia,2004,3576615240,3065748,12.1,18,1166.637062
Armenia,2008,11662040714,2983425,13.6,19.5,3908.943819
Armenia,2012,10619320049,2914428,15.2,21.2,3643.706432
Armenia,2016,10572298342,2865841,17.1,23,3689.073589
Australia,1992,3.26E+11,17462500,15.6,16.7,18650.99499
Australia,1996,4.02E+11,18211850,17.7,18.5,22063.60145
Australia,2000,4.15E+11,19017968,19.9,20.5,21844.92055
Australia,2004,6.13E+11,19925060,22.3,22.5,30781.83955
Australia,2008,1.06E+12,21247876,24.6,24.5,49667.55265
Australia,2012,1.54E+12,22729272,27,26.4,67674.40682
Australia,2016,1.20E+12,24195706,29.6,28.4,49786.51997
Austria,1992,1.95E+11,7840816,11.1,11.3,24879.80843
Austria,1996,2.37E+11,7958043,12.7,12.4,29812.7316
Austria,2000,1.97E+11,8010425,14.3,13.5,24567.98484
Austria,2004,3.01E+11,8171215,16.1,14.7,36824.87855
Austria,2008,4.30E+11,8321134,17.9,15.8,51710.98074
Austria,2012,4.09E+11,8429641,19.8,17,48569.68405
Austria,2016,3.91E+11,8736491,21.9,18.3,44731.91811
Azerbaijan,1992,4991350458,7643343,7,13.1,653.0323784
Azerbaijan,1996,3176749593,7949107,8,14.3,399.6360337
Azerbaijan,2000,5272617196,8190341,9,15.6,643.7603997
Azerbaijan,2004,8680472169,8556168,10.2,17.2,1014.528019
Azerbaijan,2008,48852482960,8999697,11.8,19.1,5428.236413
Azerbaijan,2012,69684317719,9485577,13.7,21.2,7346.344637
Azerbaijan,2016,37847715736,9976254,15.8,23.6,3793.780284
Bahamas,1992,3109000000,281982,12.2,27,11025.52645
Bahamas,1996,3609000000,304944,14,29,11834.95986
Bahamas,2000,6327552000,325033,15.9,30.9,19467.41408
Bahamas,2004,7094413000,343097,17.9,32.7,20677.57223
Bahamas,2008,8247000000,362807,19.9,34.5,22731.09394
Bahamas,2012,10720500000,382073,22.1,36.3,28058.77411
Bahamas,2016,11261800000,395986,24.4,38.1,28439.89434
Bahrain,1992,4751063830,554480,14.4,28,8568.503517
Bahrain,1996,6101861436,632763,15.9,29.4,9643.202014
Bahrain,2000,9062906915,711446,17.6,30.7,12738.71371
Bahrain,2004,13150166755,833454,19.3,32.1,15777.91546
Bahrain,2008,25710877660,1110352,21.1,33.5,23155.60981
Bahrain,2012,30749308511,1224948,23.2,35.1,25102.54191
Bahrain,2016,32179069149,1409668,25.5,36.8,22827.40982
Bangladesh,1992,31708873955,111272104,0.4,1.2,284.9669667
Bangladesh,1996,46438482370,119876872,0.5,1.6,387.3848358
Bangladesh,2000,53369787319,129193336,0.7,2,413.1001565
Bangladesh,2004,65108544250,138789728,0.9,2.5,469.1164482
Bangladesh,2008,91631278239,145421328,1.3,3.2,630.1089359
Bangladesh,2012,1.33E+11,152090656,1.7,4,876.8191519
Bangladesh,2016,2.21E+11,159784576,2.3,5,1385.709469
Barbados,1992,1950900000,260226,5.8,17.5,7496.944963
Barbados,1996,2411872918,262808,6.8,19.4,9177.319252
Barbados,2000,3121500000,264663,8.1,21.7,11794.244
Barbados,2004,3514350000,268514,9.5,24.1,13088.14438
Barbados,2008,4607300000,272647,11,26.4,16898.4071
Barbados,2012,4656350000,276207,12.7,28.8,16858.18969
Barbados,2016,4529050000,278660,14.7,31.3,16252.9606
Belarus,1992,17120370370,10475912,11,20.5,1634.260613
Belarus,1996,14756861538,10436455,12.6,21.5,1413.972612
Belarus,2000,12736856828,10256489,14.3,22.4,1241.834007
Belarus,2004,23141587718,9999713,16.1,23.4,2314.22519
Belarus,2008,60763483146,9787829,18.1,24.4,6208.06546
Belarus,2012,65685102555,9693754,20.1,25.3,6776.023257
Belarus,2016,47407217531,9708111,22.1,26.3,4883.258703
Belgium,1992,2.36E+11,10016455,13.3,15.7,23565.02375
Belgium,1996,2.81E+11,10123230,14.8,16.6,27793.30313
Belgium,2000,2.38E+11,10264351,16.3,17.5,23177.79273
Belgium,2004,3.71E+11,10456164,17.9,18.4,35470.46508
Belgium,2008,5.19E+11,10726720,19.6,19.3,48348.98273
Belgium,2012,4.98E+11,11031140,21.3,20.1,45134.41041
Belgium,2016,4.68E+11,11316837,23.1,21,41350.42327
Belize,1992,518239100,190312,7.1,19.1,2723.102589
Belize,1996,641383800,209857,8.3,20.9,3056.289759
Belize,2000,832072450,240420,9.7,23,3460.911946
Belize,2004,1057845500,272141,11.2,25.1,3887.122852
Belize,2008,1368625150,305687,12.8,27.1,4477.21084
Belize,2012,1573618750,337067,14.5,29.2,4668.563668
Belize,2016,1741100000,367327,16.5,31.5,4739.918383
Benin,1992,1695315306,5457781,1.3,5.1,310.6235494
Benin,1996,2361116588,6203860,1.6,6.3,380.5883092
Benin,2000,2569186643,6998022,2.1,7.5,367.1304038
Benin,2004,4521424807,7894558,2.6,8.9,572.7267831
Benin,2008,7132787397,8906472,3.1,10.5,800.8544121
Benin,2012,8152554487,10014087,3.8,12.3,814.1086139
Benin,2016,8583031398,11260091,4.7,14.2,762.2524008
Bhutan,1992,250794359.6,545956,0.8,2.1,459.3673476
Bhutan,1996,316420860.9,537500,1.1,2.7,588.6899738
Bhutan,2000,439158233.2,587210,1.5,3.6,747.8725383
Bhutan,2004,702682019,649995,2.1,4.6,1081.057576
Bhutan,2008,1258332337,689741,2.8,5.8,1824.354848
Bhutan,2012,1823692110,721154,3.7,7.1,2528.85252
Bhutan,2016,2212638830,749764,4.7,8.5,2951.113724
Bosnia and Herzegovina,1996,2786045322,3907749,9.5,13.2,712.9540106
Bosnia and Herzegovina,2000,5505984456,4179355,10.8,14,1317.424449
Bosnia and Herzegovina,2004,10022840635,4142858,12.2,15,2419.30586
Bosnia and Herzegovina,2008,19112739664,3943390,13.7,16,4846.778955
Bosnia and Herzegovina,2012,17226849297,3674376,15.3,17.1,4688.374107
Bosnia and Herzegovina,2016,16910277134,3480985,17.1,18.4,4857.900029
Botswana,1992,4146513722,1420696,2,15.1,2918.649537
Botswana,1996,4847752843,1582175,2.9,18.5,3063.980181
Botswana,2000,5788329609,1726992,3.9,21.3,3351.682931
Botswana,2004,8957467707,1859087,4.9,23.6,4818.20792
Botswana,2008,10945070442,2007322,5.9,25.6,5452.57335
Botswana,2012,14686278707,2175429,6.9,27.5,6750.980476
Botswana,2016,15581137274,2352419,8.1,29.3,6623.453251
Brazil,1992,4.01E+11,155900784,7.7,14,2569.576558
Brazil,1996,8.50E+11,166037120,9.3,15.8,5121.902861
Brazil,2000,6.55E+11,175873712,11,17.8,3726.657
Brazil,2004,6.69E+11,184722048,12.8,19.7,3623.368229
Brazil,2008,1.70E+12,192672320,14.6,21.5,8801.575649
Brazil,2012,2.47E+12,199977712,16.5,23.4,12327.32376
Brazil,2016,1.80E+12,206859584,18.5,25.4,8683.13648
Bulgaria,1992,10350515464,8668545,13.8,18.1,1194.031462
Bulgaria,1996,10109404160,8401382,15.4,19,1203.302523
Bulgaria,2000,13148099185,8097694,17.1,19.8,1623.684371
Bulgaria,2004,26094622564,7865314,19,20.8,3317.683511
Bulgaria,2008,54409138498,7674912,21.1,21.9,7089.21985
Bulgaria,2012,53903028252,7488347,23.2,23.1,7198.254602
Bulgaria,2016,53237882473,7245982,25.5,24.3,7347.228088
Burkina Faso,1992,2240264712,9598555,0.5,2,233.3960385
Burkina Faso,1996,2586550747,10621215,0.6,2.5,243.5268232
Burkina Faso,2000,2628920056,11882896,0.8,3.2,221.2356362
Burkina Faso,2004,4838551100,13445981,1.1,4,359.8511035
Burkina Faso,2008,8369637065,15197917,1.5,5.2,550.7094864
Burkina Faso,2012,11166063467,17113736,2,6.5,652.4620613
Burkina Faso,2016,11693235542,19275504,2.6,8.1,606.6370841
Burundi,1992,1083037671,5743083,0.5,2.5,188.5812326
Burundi,1996,869033856.3,5930512,0.7,3,146.536059
Burundi,2000,870486065.9,6307665,0.8,3.8,138.004486
Burundi,2004,915257323.4,7120502,1.1,4.7,128.5383142
Burundi,2008,1611634332,8278112,1.3,5.8,194.6862198
Burundi,2012,2472384907,9795479,1.7,7.1,252.4006133
Burundi,2016,3007029030,10903329,2.1,8.6,275.7899931
Cambodia,1996,3506695720,11182613,0.6,1.6,313.5846443
Cambodia,2000,3654031716,12118844,0.9,2,301.5165239
Cambodia,2004,5337833248,13016377,1.2,2.5,410.0859439
Cambodia,2008,10351914093,13943897,1.6,3.1,742.3974871
Cambodia,2012,14038383450,14786650,2.1,3.9,949.395803
Cambodia,2016,20016747754,15624586,2.7,4.8,1281.1058
Cameroon,1992,11396310990,12128609,1.6,6.1,939.6222592
Cameroon,1996,10513387442,13575327,2,7.4,774.4481913
Cameroon,2000,10083937740,15091598,2.6,8.9,668.1822389
Cameroon,2004,17430933517,16809406,3.3,10.6,1036.974984
Cameroon,2008,26409781215,18777082,4.1,12.4,1406.490168
Cameroon,2012,29104437355,21032684,5,14.4,1383.771912
Cameroon,2016,32217497470,23711626,6.1,16.4,1358.72156
Canada,1992,5.92E+11,28347642,15.3,16.8,20897.2584
Canada,1996,6.29E+11,29593856,17.5,18.8,21239.0707
Canada,2000,7.42E+11,30683316,19.9,20.9,24192.07233
Canada,2004,1.02E+12,31911670,22.3,23.1,32063.50529
Canada,2008,1.55E+12,33218542,24.7,25.2,46634.49708
Canada,2012,1.82E+12,34691876,27,27.2,52585.51022
Canada,2016,1.53E+12,36113532,29.5,29.3,42359.74482
Cape Verde,1992,357160985.3,381957,1.5,5.8,935.0816592
Cape Verde,1996,501979069.3,421018,2.2,7.4,1192.298356
Cape Verde,2000,539227277.6,458258,2.9,9,1176.689283
Cape Verde,2004,924318490.8,486591,3.6,10.7,1899.579916
Cape Verde,2008,1789333749,510342,4.6,12.5,3506.146367
Cape Verde,2012,1751888562,533877,5.6,14.4,3281.44603
Cape Verde,2016,1617467436,558399,6.9,16.3,2896.615925
Central African Republic,1992,1411917558,2991733,1.1,4.3,471.9396945
Central African Republic,1996,1007791186,3363576,1.4,5.1,299.6189728
Central African Republic,2000,914500299.1,3759174,1.7,5.9,243.2716068
Central African Republic,2004,1270080251,4115146,2,6.9,308.6355262
Central African Republic,2008,1985239277,4467237,2.5,8,444.3998107
Central African Republic,2012,2184183758,4773306,3,9.4,457.5830165
Central African Republic,2016,1756124677,4904182,3.7,10.9,358.0871748
Chad,1992,1881847677,6302934,0.9,3,298.5669336
Chad,1996,1607345450,7200292,1.1,3.7,223.2333703
Chad,2000,1385058162,8259144,1.3,4.4,167.6999653
Chad,2004,4414929220,9613509,1.7,5.3,459.2422205
Chad,2008,10351932604,11098672,2,6.3,932.718131
Chad,2012,12368071039,12754912,2.5,7.5,969.6712168
Chad,2016,9600761474,14592587,3.1,8.9,657.9204547
Chile,1992,45964327559,13782300,13.8,20.5,3335.025907
Chile,1996,78039572222,14615489,15.4,22.1,5339.511543
Chile,2000,77860932152,15351803,17.1,23.8,5071.777703
Chile,2004,99210392858,16017966,19,25.5,6193.694809
Chile,2008,1.80E+11,16661463,20.9,27.3,10781.64625
Chile,2012,2.67E+11,17341770,22.8,29.1,15403.38731
Chile,2016,2.47E+11,18083880,24.9,31,13660.12161
China,1992,4.27E+11,1183813376,0.9,1.9,360.6277887
China,1996,8.64E+11,1228298880,1.3,2.4,703.2058842
China,2000,1.21E+12,1264099072,1.8,2.9,958.2714099
China,2004,1.96E+12,1296816768,2.4,3.6,1507.807462
China,2008,4.60E+12,1330167168,3.3,4.5,3456.866258
China,2012,8.56E+12,1366560768,4.5,5.5,6264.302474
China,2016,1.12E+13,1401889664,5.9,6.5,7988.574485
Colombia,1992,49279585355,33939044,7.8,16.2,1452.002754
Colombia,1996,97160109278,36632576,9.2,17.9,2652.287114
Colombia,2000,99886577331,39215136,10.7,19.5,2547.143463
Colombia,2004,1.17E+11,41648272,12.2,21.2,2811.040996
Colombia,2008,2.44E+11,43815316,13.9,22.9,5568.41813
Colombia,2012,3.70E+11,45782420,15.6,24.7,8074.278293
Colombia,2016,2.82E+11,47625960,17.6,26.6,5930.862076
Comoros,1992,266191040.4,452997,1.1,4.7,587.6220823
Comoros,1996,230495751.4,494289,1.4,5.6,466.3177845
Comoros,2000,203846427.7,536762,1.6,6.5,379.7706017
Comoros,2004,368143118.7,581161,1.9,7.6,633.4614998
Comoros,2008,523134897,629476,2.3,8.9,831.0640866
Comoros,2012,570865941.2,684564,2.7,10.4,833.9117178
Comoros,2016,616654490.4,746239,3.3,12.2,826.3498563
Costa Rica,1992,8528593084,3321943,7,14.4,2567.35082
Costa Rica,1996,11618286553,3656235,8.6,16.7,3177.66406
Costa Rica,2000,14949514585,3979189,10.5,19.1,3756.924988
Costa Rica,2004,18529767934,4252803,12.8,21.8,4357.071779
Costa Rica,2008,30612932803,4501921,15.4,24.7,6799.971124
Costa Rica,2012,46473128286,4736593,18.1,27.6,9811.509726
Costa Rica,2016,57435507212,4945205,21.1,30.4,11614.38347
Croatia,1996,23678012697,4758624,14,18,4975.810801
Croatia,2000,21774273832,4548438,15.7,19,4787.198118
Croatia,2004,41574530816,4443351,17.5,20.2,9356.571384
Croatia,2008,70481451814,4393666,19.6,21.5,16041.60439
Croatia,2012,56485301967,4331592,21.8,22.9,13040.30988
Croatia,2016,50714957391,4223748,24.1,24.5,12007.09829
Cuba,1992,22085858243,10783745,8.3,20,2048.069408
Cuba,1996,25017300000,10963036,9.7,21.7,2281.968243
Cuba,2000,30565400000,11105799,11.3,23.3,2752.2018
Cuba,2004,38203000000,11225296,12.9,25.1,3403.295557
Cuba,2008,60806300000,11276607,14.7,26.8,5392.25141
Cuba,2012,73141000000,11309292,16.7,28.5,6467.336771
Cyprus,1992,6912150456,810435,11.6,15.2,8528.938725
Cyprus,1996,9899623588,880064,13.3,16.5,11248.75417
Cyprus,2000,10183317625,948238,15,17.7,10739.2001
Cyprus,2004,17422375000,1018688,16.7,18.8,17102.75865
Cyprus,2008,27839460964,1092402,18.4,19.8,25484.63017
Cyprus,2012,25041372222,1156556,20.1,20.7,21651.67292
